epoch,train_loss,val_loss,val_acc,val_precision,val_recall,val_f1
1,10.06436809722115,3.6021911630789143,0.029574861367837338,0.0026604096617305175,0.029574861367837338,0.0043642713177876125
2,6.8920630777583405,3.605283528731623,0.04990757855822551,0.004837660140779072,0.04990757855822551,0.008820136569474704
3,5.826651124393239,3.6087985594039043,0.05730129390018484,0.0032834382826353605,0.05730129390018484,0.006210979408761294
4,5.5668454731211945,3.6105303310422494,0.05730129390018484,0.0033452732785418647,0.05730129390018484,0.006321495056604023
5,5.53077254225226,3.6108747493758,0.05545286506469501,0.003225213540348115,0.05545286506469501,0.006095882329806898
6,5.52611487753251,3.610911013679011,0.027726432532347505,0.0027286330428659446,0.027726432532347505,0.0049683202803628475
7,5.526318886700799,3.6109187175518045,0.03512014787430684,0.013549085820498895,0.03512014787430684,0.013287979903088096
8,5.525852813440211,3.610919031330045,0.011090573012939002,0.0005349480395691117,0.011090573012939002,0.0009217345534678887
9,5.526266168145573,3.6109149998084895,0.06469500924214418,0.04173827756252307,0.06469500924214418,0.03239747734327029
10,5.526018097120173,3.610916633482561,0.027726432532347505,0.05604165282624638,0.027726432532347505,0.02415670138838566
