epoch,train_loss,val_loss,val_acc,val_precision,val_recall,val_f1
1,25.882210969924927,3.4829644641241613,0.14048059149722736,0.22054707193790693,0.14048059149722736,0.12324834550577161
2,24.01555378296796,3.730521930564133,0.2199630314232902,0.2778211780551231,0.2199630314232902,0.19810060139487073
3,22.24311625256258,3.549510346763456,0.2587800369685767,0.35552386832611654,0.2587800369685767,0.2487208548063799
4,20.54580112064586,3.7461291611084437,0.30129390018484287,0.3721279228612427,0.30129390018484287,0.26936793797019853
5,19.090421943103564,3.7458076150932946,0.3438077634011091,0.4096317859228194,0.3438077634011091,0.3255621798082175
6,17.488417716587293,4.0578805726028415,0.35489833641404805,0.41995128658634495,0.35489833641404805,0.33214260292393577
7,15.96787721970502,3.9184372879000113,0.3752310536044362,0.43329702427473243,0.3752310536044362,0.3554342082793584
8,14.487921139773201,3.941275457357523,0.3844731977818854,0.45724453407794086,0.3844731977818854,0.3734049826786584
9,13.419414169648114,3.7281681081063205,0.3900184842883549,0.5194220066101349,0.3900184842883549,0.3904865365974144
10,12.075227730414447,3.522918242403408,0.42513863216266173,0.4759877303058217,0.42513863216266173,0.4174496921018153
11,11.051830172538757,3.2799817912018896,0.4195933456561922,0.4850468845737843,0.4195933456561922,0.4140518594504766
12,10.266642847481895,3.6025665925743398,0.41035120147874304,0.4745099285981246,0.41035120147874304,0.4048807098358687
