epoch,train_loss,val_loss,val_acc,val_precision,val_recall,val_f1
1,10.38980141006598,3.6172304933480985,0.012939001848428836,0.00024362137371518729,0.012939001848428836,0.0004782382613382321
2,7.202448187755937,3.6182039418634777,0.0166358595194085,0.0002835657872626449,0.0166358595194085,0.0005576265760695588
3,6.00185873127785,3.6142268872745817,0.018484288354898338,0.002127242123524613,0.018484288354898338,0.002396863764701103
4,5.621497719227767,3.6120632712810186,0.0166358595194085,0.000277264325323475,0.0166358595194085,0.000545438017029787
5,5.542892331836605,3.611160241301531,0.0166358595194085,0.00027829504772244705,0.0166358595194085,0.0005474323059403163
6,5.525530747004917,3.6109703415643266,0.014787430683918669,0.000260443984648274,0.014787430683918669,0.0005118726005971847
7,5.528363612519593,3.610926608281303,0.0166358595194085,0.0013359949596968518,0.0166358595194085,0.00218410866442966
8,5.52797410868797,3.610920783111657,0.0166358595194085,0.06173072688266815,0.0166358595194085,0.014891665530103392
9,5.527626562519234,3.6109236833568863,0.0166358595194085,0.007638035696175838,0.0166358595194085,0.007690029420158809
10,5.523621847649582,3.610919083332619,0.018484288354898338,0.0028983098918486955,0.018484288354898338,0.004682338138336383
11,5.526834235471838,3.6109191190293006,0.022181146025878003,0.03456211492742238,0.022181146025878003,0.014283602713691376
12,5.524295330047607,3.6109187704357777,0.0073937153419593345,0.0011445094286264656,0.0073937153419593345,0.0017322342482877992
13,5.526134523023076,3.6109179877529742,0.022181146025878003,0.02441003951382941,0.022181146025878003,0.01644673494075187
14,5.5301355313854055,3.610918148167693,0.018484288354898338,0.05224447917324627,0.018484288354898338,0.0147694406103031
